"","mediator","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper","pvalue_adj","nickname","sig"
"1098","brain_bio.weighted.mean_l2_in_tract_corticospinal_tract_.right..0.imaging","de",":=","c","de",-0.0455239907494982,0.0105860493527086,-4.30037582791453,1.7050869129509e-05,-0.0662722662193706,-0.0247757152796258,0.0035806825171969,"l2",TRUE
"1108","brain_bio.weighted.mean_l2_in_tract_forceps_major.0.imaging","de",":=","c","de",-0.0427830949539222,0.0105852200250174,-4.04177663315523,5.30477516202943e-05,-0.0635297449713885,-0.0220364449364559,0.00854276301664969,"l2",TRUE
"1118","brain_bio.weighted.mean_l2_in_tract_forceps_minor.0.imaging","de",":=","c","de",-0.040123520918045,0.0105893280210329,-3.78905260450428,0.000151222892406766,-0.0608782224597503,-0.0193688193763396,0.00854276301664969,"l2",TRUE
"1128","brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging","de",":=","c","de",-0.041128225026897,0.0105870639864084,-3.88476210965546,0.000102430134000686,-0.0618784891422785,-0.0203779609115156,0.00854276301664969,"l2",TRUE
"1138","brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging","de",":=","c","de",-0.0415609221785408,0.0105803529087723,-3.92812248673502,8.56116076788371e-05,-0.0622980328234581,-0.0208238115336235,0.00854276301664969,"l2",TRUE
"1148","brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0421834704966277,0.0105834758836167,-3.98578604614464,6.72570968369701e-05,-0.0629267020597646,-0.0214402389334908,0.00854276301664969,"l2",TRUE
"1158","brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0423941319968586,0.0105771317656283,-4.00809339774167,6.12109140742945e-05,-0.0631249293172246,-0.0216633346764925,0.00854276301664969,"l2",TRUE
"1168","brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0385069807950239,0.0105921019437366,-3.63544280441846,0.00027750356014411,-0.0592671191253243,-0.0177468424647236,0.00854276301664969,"l2",TRUE
"1178","brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0391905432279479,0.0105777030900055,-3.70501449080923,0.000211378648006466,-0.0599224603235166,-0.0184586261323791,0.00854276301664969,"l2",TRUE
"1188","brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0408669088128004,0.0105905977353555,-3.85879152754249,0.000113949085487119,-0.0616240989488486,-0.0201097186767522,0.00854276301664969,"l2",TRUE
"1198","brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0410259811175361,0.0105863224017403,-3.8753761278602,0.000106460126890306,-0.0617747917536767,-0.0202771704813955,0.00854276301664969,"l2",TRUE
"1208","brain_bio.weighted.mean_l2_in_tract_superior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0403922466796407,0.0105743435132403,-3.8198349267796,0.000133541015761018,-0.0611175791257465,-0.0196669142335349,0.00854276301664969,"l2",TRUE
"1218","brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.left..0.imaging","de",":=","c","de",-0.0422287428154138,0.0105760611874692,-3.9928610535506,6.52808246612846e-05,-0.0629574418411453,-0.0215000437896823,0.00854276301664969,"l2",TRUE
"1228","brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.right..0.imaging","de",":=","c","de",-0.0412477484956715,0.0105659952985307,-3.90382044760207,9.46860382975423e-05,-0.0619567187416112,-0.0205387782497318,0.00854276301664969,"l2",TRUE
"1238","brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.left..0.imaging","de",":=","c","de",-0.0428296099970149,0.0105816861945203,-4.04752221996472,5.17626695175633e-05,-0.0635693338339794,-0.0220898861600504,0.00854276301664969,"l3",TRUE
"1248","brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.right..0.imaging","de",":=","c","de",-0.0442589454682941,0.0106000584583774,-4.17534918718447,2.97529313062483e-05,-0.065034678280733,-0.0234832126558552,0.00606959798647466,"l3",TRUE
"1258","brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0388493795412153,0.010591420642504,-3.66800459093375,0.00024445079589408,-0.0596081825456373,-0.0180905765367933,0.00854276301664969,"l3",TRUE
"1268","brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0383051072772508,0.0105925154548642,-3.61624275560163,0.000298910076526049,-0.0590660560744685,-0.0175441584800332,0.00854276301664969,"l3",TRUE
"1278","brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging","de",":=","c","de",-0.0405284752711512,0.010582928478122,-3.82960872833407,0.000128347166260978,-0.0612706339392336,-0.0197863166030688,0.00854276301664969,"l3",TRUE
"1288","brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging","de",":=","c","de",-0.0401213274307406,0.0105924427274551,-3.78773135367048,0.000152029100727979,-0.0608821336848558,-0.0193605211766254,0.00854276301664969,"l3",TRUE
"1298","brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.left..0.imaging","de",":=","c","de",-0.0435769889937689,0.0105761319470638,-4.12031442231267,3.78355711434519e-05,-0.0643058267057575,-0.0228481512817803,0.00752927865754693,"l3",TRUE
"1308","brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.right..0.imaging","de",":=","c","de",-0.0472613698411354,0.0105761153000934,-4.46868897512096,7.87004661484403e-06,-0.0679901749256614,-0.0265325647566093,0.00166057983573209,"l3",TRUE
"1318","brain_bio.weighted.mean_l3_in_tract_forceps_major.0.imaging","de",":=","c","de",-0.0428852413480277,0.0105848369041471,-4.05157318307147,5.08744080918166e-05,-0.0636311404623864,-0.0221393422336689,0.00854276301664969,"l3",TRUE
"1328","brain_bio.weighted.mean_l3_in_tract_forceps_minor.0.imaging","de",":=","c","de",-0.0399579656432012,0.0105893826968498,-3.77339895885417,0.00016103845671922,-0.0607127743475384,-0.0192031569388641,0.00854276301664969,"l3",TRUE
"1338","brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging","de",":=","c","de",-0.040639091716377,0.0105892503612179,-3.8377685228044,0.000124157434689742,-0.0613936410476417,-0.0198845423851122,0.00854276301664969,"l3",TRUE
"1348","brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging","de",":=","c","de",-0.0407816094955867,0.0105836882308871,-3.85325121129048,0.000116559692712404,-0.0615252572517259,-0.0200379617394475,0.00854276301664969,"l3",TRUE
"1358","brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0415750993231029,0.0105859797743403,-3.92737377260802,8.58784662485235e-05,-0.0623232384218792,-0.0208269602243265,0.00854276301664969,"l3",TRUE
"1368","brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0415990576131078,0.0105760114053286,-3.93334084266858,8.37733154399611e-05,-0.0623276590676367,-0.0208704561585789,0.00854276301664969,"l3",TRUE
"1378","brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0379999906604754,0.0105946803400285,-3.58670478399475,0.00033488308878149,-0.0587651825546459,-0.017234798766305,0.00854276301664969,"l3",TRUE
"1388","brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0376935085294002,0.0105786634818966,-3.56316358809462,0.000366412178641751,-0.0584273079584867,-0.0169597091003138,0.00854276301664969,"l3",TRUE
"1398","brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0397238045434674,0.0106055548552057,-3.74556589313847,0.000179987595428033,-0.0605103100957343,-0.0189372989912004,0.00854276301664969,"l3",TRUE
"1408","brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0398891784594102,0.0105906047146022,-3.766468443904,0.000165573000278307,-0.0606463822745306,-0.0191319746442898,0.00854276301664969,"l3",TRUE
"1418","brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0395880701447596,0.0105745324133285,-3.74371826548676,0.000181316953393962,-0.0603137728282348,-0.0188623674612843,0.00854276301664969,"l3",TRUE
"1428","brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0407104017144171,0.0105671542238853,-3.85254164478813,0.000116898087423323,-0.0614216434123127,-0.0199991600165215,0.00854276301664969,"l3",TRUE
"1438","brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.left..0.imaging","de",":=","c","de",-0.0426814017564175,0.0105726175386455,-4.03697585771988,5.41446382855693e-05,-0.0634033513544791,-0.0219594521583559,0.00854276301664969,"l3",TRUE
"1448","brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.right..0.imaging","de",":=","c","de",-0.0418425496665078,0.010557349907418,-3.96335728506141,7.39030505430005e-05,-0.0625345752572344,-0.0211505240757811,0.00854276301664969,"l3",TRUE
"1458","brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.left..0.imaging","de",":=","c","de",-0.0430835164274228,0.0105806396263666,-4.07191984122208,4.6627226747864e-05,-0.0638211890284988,-0.0223458438263469,0.00853278249485911,"icvf",TRUE
"1468","brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.right..0.imaging","de",":=","c","de",-0.0441343151573593,0.0105878579708709,-4.16838942105011,3.06759518027278e-05,-0.0648861354536917,-0.023382494861027,0.00622721821595373,"icvf",TRUE
"1478","brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0429200123752257,0.010573509725528,-4.05920205204923,4.92406929994971e-05,-0.0636437106274446,-0.0221963141230069,0.00854276301664969,"icvf",TRUE
"1488","brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0426531597783725,0.0105713656719695,-4.03478236416221,5.4652931093857e-05,-0.0633726557628359,-0.0219336637939092,0.00854276301664969,"icvf",TRUE
"1498","brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging","de",":=","c","de",-0.0419865897123496,0.0105740872717468,-3.97070580498562,7.16600233745535e-05,-0.0627114199343567,-0.0212617594903425,0.00854276301664969,"icvf",TRUE
"1508","brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging","de",":=","c","de",-0.0421059759555249,0.0105760661904066,-3.98125117576503,6.85534601667648e-05,-0.0628346847868335,-0.0213772671242163,0.00854276301664969,"icvf",TRUE
"1518","brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.left..0.imaging","de",":=","c","de",-0.0440395746145903,0.0105806192994914,-4.16228704275441,3.15075936374587e-05,-0.0647772073757228,-0.0233019418534578,0.00636453391476666,"icvf",TRUE
"1528","brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.right..0.imaging","de",":=","c","de",-0.0451399597566152,0.0105837793764933,-4.26501329542749,1.99890298353544e-05,-0.0658837861548598,-0.0243961333583706,0.00415771820575372,"icvf",TRUE
"1538","brain_bio.weighted.mean_icvf_in_tract_forceps_minor.0.imaging","de",":=","c","de",-0.0426937565052575,0.0105792111943003,-4.03562758329841,5.44565375117934e-05,-0.0634286294309291,-0.021958883579586,0.00854276301664969,"icvf",TRUE
"1548","brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging","de",":=","c","de",-0.0416256302557612,0.0105824640193839,-3.93345351134815,8.37340396331321e-05,-0.0623668786014447,-0.0208843819100777,0.00854276301664969,"icvf",TRUE
"1558","brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging","de",":=","c","de",-0.0422106541899931,0.0105796472191966,-3.98979789358216,6.61296187405291e-05,-0.0629463817087579,-0.0214749266712284,0.00854276301664969,"icvf",TRUE
"1568","brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0420475530132109,0.0105815178699999,-3.97367877933862,7.0770992679714e-05,-0.0627869469401776,-0.0213081590862442,0.00854276301664969,"icvf",TRUE
"1578","brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0426005860773899,0.0105788202850868,-4.02696944738203,5.65003708874467e-05,-0.0633346928350818,-0.021866479319698,0.00854276301664969,"icvf",TRUE
"1588","brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0413137760968159,0.0105906760606129,-3.90095739501118,9.58130138413171e-05,-0.0620711197475478,-0.020556432446084,0.00854276301664969,"icvf",TRUE
"1598","brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0420470788440816,0.0105796608158926,-3.97433146258519,7.0577217663681e-05,-0.0627828330118808,-0.0213113246762825,0.00854276301664969,"icvf",TRUE
"1608","brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0414913529928462,0.0105855898627023,-3.91960708198592,8.86934477577483e-05,-0.0622387278788549,-0.0207439781068374,0.00854276301664969,"icvf",TRUE
"1618","brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.042081450099299,0.0105756324179827,-3.97909538040902,6.91779856583086e-05,-0.0628093087522794,-0.0213535914463185,0.00854276301664969,"icvf",TRUE
"1628","brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.04120192807779,0.0105741625142377,-3.89647199220865,9.76040888469587e-05,-0.0619269057723695,-0.0204769503832105,0.00854276301664969,"icvf",TRUE
"1638","brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0409019708271496,0.0105709854530914,-3.86926753505165,0.000109162807068186,-0.0616207215963055,-0.0201832200579937,0.00854276301664969,"icvf",TRUE
"1648","brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.left..0.imaging","de",":=","c","de",-0.0432053902257753,0.0105762509308731,-4.08513286117811,4.40516029474036e-05,-0.0639344611417448,-0.0224763193098058,0.00837248267052648,"icvf",TRUE
"1658","brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.right..0.imaging","de",":=","c","de",-0.0422776294093975,0.0105732206714663,-3.99855736705571,6.37297355674527e-05,-0.0630007611260659,-0.0215544976927291,0.00854276301664969,"icvf",TRUE
"1668","brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.left..0.imaging","de",":=","c","de",-0.0434586183057338,0.0105913813885734,-4.10320587195732,4.07464368104016e-05,-0.0642173443738654,-0.0226998922376021,0.00796342589988441,"od",TRUE
"1678","brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.right..0.imaging","de",":=","c","de",-0.0435896825371262,0.0105876229568585,-4.11704144686128,3.8376707807819e-05,-0.0643410422144583,-0.0228383228597942,0.00759858814594816,"od",TRUE
"1688","brain_bio.weighted.mean_od_in_tract_anterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0412757424719602,0.0105856257097336,-3.89922557284514,9.65008415059199e-05,-0.0620231876168593,-0.0205282973270611,0.00854276301664969,"od",TRUE
"1698","brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging","de",":=","c","de",-0.0432650537120134,0.0105780210107872,-4.09008959879099,4.31206578652699e-05,-0.0639975939208644,-0.0225325135031625,0.00832228696799708,"od",TRUE
"1708","brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging","de",":=","c","de",-0.0422455667192075,0.010580243379676,-3.99287286721199,6.52775711744713e-05,-0.0629824626910407,-0.0215086707473743,0.00854276301664969,"od",TRUE
"1718","brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.left..0.imaging","de",":=","c","de",-0.0419241306470045,0.0106087762271896,-3.95183475918324,7.75542867330614e-05,-0.0627169499723408,-0.0211313113216683,0.00854276301664969,"od",TRUE
"1728","brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.right..0.imaging","de",":=","c","de",-0.0429201009419804,0.0106057679128101,-4.04686405499594,5.19083671799425e-05,-0.0637070240794786,-0.0221331778044821,0.00854276301664969,"od",TRUE
"1738","brain_bio.weighted.mean_od_in_tract_forceps_major.0.imaging","de",":=","c","de",-0.0436745812541961,0.0105813370543433,-4.12751063782335,3.66711472525871e-05,-0.064413620788988,-0.0229355417194042,0.00733422945051743,"od",TRUE
"1748","brain_bio.weighted.mean_od_in_tract_forceps_minor.0.imaging","de",":=","c","de",-0.0422027435349404,0.0105859169512306,-3.98668757079511,6.70021615158944e-05,-0.0629507595026845,-0.0214547275671963,0.00854276301664969,"od",TRUE
"1758","brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging","de",":=","c","de",-0.0422329648613076,0.0105730820053709,-3.99438544407905,6.48622722982939e-05,-0.0629558247974231,-0.0215101049251922,0.00854276301664969,"od",TRUE
"1768","brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging","de",":=","c","de",-0.0431940444446359,0.0105753686634094,-4.08440082037863,4.41906956247795e-05,-0.0639213861481519,-0.02246670274112,0.00837248267052648,"od",TRUE
"1778","brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0415341990456753,0.0105720894426649,-3.92866512063917,8.54186906782406e-05,-0.0622551135946347,-0.0208132844967159,0.00854276301664969,"od",TRUE
"1788","brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0415870963233651,0.0105637097723947,-3.93678898979613,8.25791588223712e-05,-0.0622915870203924,-0.0208826056263377,0.00854276301664969,"od",TRUE
"1798","brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.036402419303671,0.0105909119098708,-3.43713738849471,0.000587897316554509,-0.0571602252104541,-0.0156446133968879,0.00854276301664969,"od",TRUE
"1808","brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0404943808576192,0.0105777917114694,-3.8282452483642,0.000129060122152413,-0.0612264716480656,-0.0197622900671728,0.00854276301664969,"od",TRUE
"1818","brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0429954231938012,0.0105796855965063,-4.06396038914422,4.82470171201399e-05,-0.0637312259307106,-0.0222596204568917,0.00854276301664969,"od",TRUE
"1828","brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.043185850925722,0.0105851357470155,-4.07985801579335,4.50632168256249e-05,-0.0639323357613398,-0.022439366090104,0.00842682154639185,"od",TRUE
"1838","brain_bio.weighted.mean_od_in_tract_superior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0425164583726495,0.0105893787284779,-4.01500970574509,5.94433485616719e-05,-0.0632712592991208,-0.0217616574461782,0.00854276301664969,"od",TRUE
"1848","brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.left..0.imaging","de",":=","c","de",-0.041820571821255,0.0105726615328777,-3.95553869677997,7.63623858803797e-05,-0.0625426076464274,-0.0210985359960825,0.00854276301664969,"od",TRUE
"1858","brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.right..0.imaging","de",":=","c","de",-0.0413048971932045,0.0105659122067757,-3.9092599280464,9.25793083910165e-05,-0.062013704582297,-0.0205960898041121,0.00854276301664969,"od",TRUE
"1868","brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.left..0.imaging","de",":=","c","de",-0.0438382298578081,0.0105787269355726,-4.14399862334996,3.41301792297077e-05,-0.0645721536538142,-0.023104306061802,0.00686016602517125,"isovf",TRUE
"1878","brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.right..0.imaging","de",":=","c","de",-0.0425408936141604,0.0105849940677344,-4.01898133734766,5.8450299930568e-05,-0.06328710076349,-0.0217946864648308,0.00854276301664969,"isovf",TRUE
"1888","brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0393325289684595,0.010641398738666,-3.69618035508273,0.000218867517410182,-0.0601892872413749,-0.0184757706955441,0.00854276301664969,"isovf",TRUE
"1898","brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0398454736491376,0.0106663274243082,-3.73563196253766,0.0001872443551314,-0.0607510912480935,-0.0189398560501817,0.00854276301664969,"isovf",TRUE
"1908","brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging","de",":=","c","de",-0.0430259409357252,0.0105968819712754,-4.06024536768024,4.90211725581169e-05,-0.0637954479478468,-0.0222564339236036,0.00854276301664969,"isovf",TRUE
"1918","brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging","de",":=","c","de",-0.0421388795063637,0.0106029861421041,-3.97424640017509,7.06024433532182e-05,-0.0629203504734651,-0.0213574085392623,0.00854276301664969,"isovf",TRUE
"1928","brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.left..0.imaging","de",":=","c","de",-0.0428487084926537,0.0105816890069126,-4.04932600690326,5.13653500344713e-05,-0.0635884378418059,-0.0221089791435015,0.00854276301664969,"isovf",TRUE
"1938","brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.right..0.imaging","de",":=","c","de",-0.0432709324447154,0.0105813245510967,-4.08936822944635,4.32549710462915e-05,-0.0640099474735943,-0.0225319174158365,0.00832228696799708,"isovf",TRUE
"1948","brain_bio.weighted.mean_isovf_in_tract_forceps_major.0.imaging","de",":=","c","de",-0.0415594746514905,0.0105936875361468,-3.92304138758909,8.74381235573818e-05,-0.0623227206858091,-0.020796228617172,0.00854276301664969,"isovf",TRUE
"1958","brain_bio.weighted.mean_isovf_in_tract_forceps_minor.0.imaging","de",":=","c","de",-0.040638953568357,0.0106021333053971,-3.83309211436431,0.000126542541584396,-0.061418753006228,-0.019859154130486,0.00854276301664969,"isovf",TRUE
"1968","brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging","de",":=","c","de",-0.0430701689968606,0.0105829156554088,-4.06978288396807,4.70569707697877e-05,-0.063812302532887,-0.0223280354608342,0.00854276301664969,"isovf",TRUE
"1978","brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging","de",":=","c","de",-0.0430482754465649,0.0105875643890537,-4.06592808928482,4.78416872236043e-05,-0.0637995203331089,-0.0222970305600209,0.00854276301664969,"isovf",TRUE
"1988","brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0430184081258297,0.0105776213776853,-4.0669264468647,4.76372704909522e-05,-0.0637501650681937,-0.0222866511834656,0.00854276301664969,"isovf",TRUE
"1998","brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0431127970814023,0.0105821996720431,-4.07408652430754,4.61953059396336e-05,-0.0638535273158182,-0.0223720668469863,0.00849993629289258,"isovf",TRUE
"2008","brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0423335310761361,0.0105794976245452,-4.00146893345098,6.2950461254152e-05,-0.0630689653947718,-0.0215980967575005,0.00854276301664969,"isovf",TRUE
"2018","brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.04114158441835,0.0105835672831031,-3.88730787246315,0.000101362159257601,-0.0618849951211884,-0.0203981737155115,0.00854276301664969,"isovf",TRUE
"2028","brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging","de",":=","c","de",-0.0430417068007689,0.0106094788081409,-4.05691057771302,4.97261095977475e-05,-0.0638359031594659,-0.0222475104420718,0.00854276301664969,"isovf",TRUE
"2038","brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging","de",":=","c","de",-0.0429139495212591,0.0106261009655594,-4.03854148011101,5.37845833303852e-05,-0.0637407247098418,-0.0220871743326765,0.00854276301664969,"isovf",TRUE
"2048","brain_bio.weighted.mean_isovf_in_tract_superior_thalamic_radiation_.left..0.imaging","de",":=","c","de",-0.0398714209629673,0.010605681214006,-3.75943988494702,0.000170294189360209,-0.060658174173932,-0.0190846677520026,0.00854276301664969,"isovf",TRUE
"2058","brain_bio.weighted.mean_isovf_in_tract_superior_thalamic_radiation_.right..0.imaging","de",":=","c","de",-0.0412633265038567,0.0105885418868333,-3.89697910674246,9.7400018258087e-05,-0.0620164872508436,-0.0205101657568697,0.00854276301664969,"isovf",TRUE
"2068","brain_bio.weighted.mean_isovf_in_tract_uncinate_fasciculus_.left..0.imaging","de",":=","c","de",-0.0416913124683844,0.0105924411782101,-3.93594939702362,8.28684344951203e-05,-0.0624521156860353,-0.0209305092507335,0.00854276301664969,"isovf",TRUE
"2078","brain_bio.weighted.mean_isovf_in_tract_uncinate_fasciculus_.right..0.imaging","de",":=","c","de",-0.0413213225561267,0.0105839280965503,-3.90415752820494,9.45541808936579e-05,-0.0620654404403268,-0.0205772046719265,0.00854276301664969,"isovf",TRUE
"2088","brain_bio.weighted.mean_md_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging","de",":=","c","de",-0.040617120039482,0.0105864850801564,-3.83669553510408,0.000124700914219567,-0.0613662495194591,-0.0198679905595048,0.00854276301664969,"md",TRUE
"2098","brain_bio.weighted.mean_md_in_tract_uncinate_fasciculus_.left..0.imaging","de",":=","c","de",-0.0426619970428975,0.010577356136523,-4.0333327622002,5.49913211833619e-05,-0.0633932341221362,-0.0219307599636587,0.00854276301664969,"md",TRUE
"2108","brain_bio.weighted.mean_fa_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging","de",":=","c","de",-0.0398106039259326,0.0105891691040579,-3.75955880340761,0.000170213267473462,-0.0605649939960903,-0.019056213855775,0.00854276301664969,"fa",TRUE
