"","rowname","Mode1","Mode2","Mode3","rowname","Mode1","Mode2","Mode3"
"118","heart_texture_ClusterShade_glcm_MYO_ED",0.115811410535196,-0.0384316203566064,-0.0367744557923235,"brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.0666943690919313,0.363494104666201,0.272963605348958
"119","heart_texture_ClusterTendency_glcm_MYO_ED",0.228308094301383,-0.127744660295914,0.0301462651689703,"brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.0265631687500232,0.322687819829819,0.322362334341415
"120","heart_texture_Contrast_glcm_MYO_ED",0.44976029582966,-0.231892632811018,0.034438398507351,"brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.0277730772322829,0.31558720658674,0.31109802829807
"121","heart_texture_Correlation_glcm_MYO_ED",-0.350086212869911,0.0953421805148782,0.0836596603896348,"brain_bio.weighted.mean_l2_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0955979916498452,0.282217448314948,0.246978150666464
"122","heart_texture_DifferenceAverage_glcm_MYO_ED",0.542267787557303,-0.231254910467024,-0.0178269402249148,"brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.left..0.imaging",0.0210391332851978,0.279290447134449,0.366932080005358
"123","heart_texture_DifferenceEntropy_glcm_MYO_ED",0.569646736480238,-0.271079261888228,-0.010058221109261,"brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.right..0.imaging",0.00366483049949876,0.315774158760004,0.40006278516837
"124","heart_texture_DifferenceVariance_glcm_MYO_ED",0.389899814535402,-0.239944455534445,0.0754548495549985,"brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.left..0.imaging",0.022040897759662,0.0570589187135047,0.142145738923149
"125","heart_texture_JointEnergy_glcm_MYO_ED",-0.337640443786135,0.119081638642708,0.00766925215804682,"brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.right..0.imaging",0.234187982525249,0.00586995469598377,0.280314122696371
"126","heart_texture_JointEntropy_glcm_MYO_ED",0.450339932583876,-0.22268716479854,0.0225208207732171,"brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.0632521247449365,0.471409715774184,0.445900456096801
"127","heart_texture_InformalMeasureofCorrelation1_glcm_MYO_ED",0.392169727929165,-0.164245583718506,-0.172042956620043,"brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.0690668767752294,0.467337559710189,0.430835383176826
"128","heart_texture_InformalMeasureofCorrelation2_glcm_MYO_ED",-0.178862116508895,0.021653111978059,0.19564316789868,"brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.119339819867481,0.235790680854703,0.138705798632067
"129","heart_texture_InverseDifferenceMoment_glcm_MYO_ED",-0.547270432362538,0.208421541813587,0.0462844165192826,"brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.116641538618868,0.213554976475463,0.0947227411919335
"130","heart_texture_InverseDifferenceMomentNormalized_glcm_MYO_ED",-0.180700015124448,-0.192251462647409,0.415797315981278,"brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.left..0.imaging",0.0758561112758835,0.112515730215322,0.286135396633145
"131","heart_texture_InverseDifference_glcm_MYO_ED",-0.533973406506179,0.200644717798948,0.0442354431302855,"brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.right..0.imaging",0.186382089570274,0.0716628387822508,0.299067881723284
"132","heart_texture_InverseDifferenceNormalized_glcm_MYO_ED",-0.283452877442352,-0.121677131900834,0.377026979235387,"brain_bio.weighted.mean_l3_in_tract_forceps_major.0.imaging",-0.0321398760886342,0.0122275698847947,0.177832679190374
"133","heart_texture_InverseVariance_glcm_MYO_ED",0.329544530032566,-0.0894233882859468,-0.036334005077584,"brain_bio.weighted.mean_l3_in_tract_forceps_minor.0.imaging",-0.0248389994489047,0.264478379578237,0.25594778416641
"134","heart_texture_MaximumProbability_glcm_MYO_ED",-0.279318695595575,0.0952718970424435,-0.027544235611616,"brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.12304502301705,0.32028033697922,0.346947692033904
"135","heart_texture_SumAverage_glcm_MYO_ED",-0.01975034311646,-0.394858223396082,0.621326025256097,"brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.127778591074158,0.31147836501167,0.359622362896763
"136","heart_texture_SumEntropy_glcm_MYO_ED",0.369386461545018,-0.205493660635229,0.0483907567010687,"brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.161423356200217,0.263472392314636,0.33698000689908
"137","heart_texture_SumofSquares_glcm_MYO_ED",0.302528789246495,-0.163394241233764,0.0325240473466437,"brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.130675803903309,0.28893275381695,0.384376368462799
"138","heart_texture_Autocorrelation_glcm_MYO_ES",0.0146244611803739,-0.553969537834996,0.416072758731038,"brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.186894879754567,0.356280392490003,0.268633561042475
"139","heart_texture_JointAverage_glcm_MYO_ES",0.0195831558489775,-0.56301584134687,0.435723007794643,"brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.148493929731164,0.341245524088886,0.260269942794352
"140","heart_texture_ClusterProminence_glcm_MYO_ES",0.0161681880248316,-0.0287901739081933,-0.0279136581622958,"brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.111058957844532,0.336193244842572,0.283310273953814
"141","heart_texture_ClusterShade_glcm_MYO_ES",0.00589184568965173,0.0153844102489676,-0.0257347459597447,"brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.0562974657482957,0.312354373070689,0.300591956410227
"142","heart_texture_ClusterTendency_glcm_MYO_ES",-0.0154465959138241,-0.257637908151803,-0.0243831751054499,"brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0427292785972405,0.332880601929422,0.300966962185414
"143","heart_texture_Contrast_glcm_MYO_ES",0.264335291273002,-0.174588540451072,0.00295473877001177,"brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.right..0.imaging",0.0560300271958958,0.313745758136154,0.323354950036187
"144","heart_texture_Correlation_glcm_MYO_ES",-0.393822900434019,-0.253350483533293,-0.0440326712169873,"brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.left..0.imaging",0.0554718876817364,0.256603097870638,0.352884131286403
"145","heart_texture_DifferenceAverage_glcm_MYO_ES",0.324716768340593,-0.161093611707394,-0.0615346679829047,"brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.right..0.imaging",0.0184757291765933,0.28750251271791,0.386575705544781
"146","heart_texture_DifferenceEntropy_glcm_MYO_ES",0.347757488808527,-0.213617536592817,-0.0195710612847336,"brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.left..0.imaging",-0.00579839888431566,-0.108240384376245,-0.258913124950153
"147","heart_texture_DifferenceVariance_glcm_MYO_ES",0.230486062571522,-0.188172913162532,0.045837718833646,"brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.right..0.imaging",-0.0795032387901363,-0.0951999044326522,-0.307250048725572
"148","heart_texture_JointEnergy_glcm_MYO_ES",-0.125750678749174,0.221516981974856,0.102859558389933,"brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.00975247178259651,-0.3035948873107,-0.392481412463418
"149","heart_texture_JointEntropy_glcm_MYO_ES",0.155027143391527,-0.29794368379602,-0.0738606142517942,"brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.right..0.imaging",0.0230768073439388,-0.316448812832645,-0.39748974857032
"150","heart_texture_InformalMeasureofCorrelation1_glcm_MYO_ES",0.424509160754462,0.252440545689187,-0.0405870654020361,"brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.127982716580136,-0.235237102033061,-0.175499596423689
"151","heart_texture_InformalMeasureofCorrelation2_glcm_MYO_ES",-0.336041904071891,-0.314001583236908,0.0146365246518127,"brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.121983173704788,-0.20760034315197,-0.17754233160888
"152","heart_texture_InverseDifferenceMoment_glcm_MYO_ES",-0.330181484974475,0.144399783887411,0.0871316529946322,"brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.left..0.imaging",-0.0628878517149394,-0.0421473048292245,-0.191880225650039
"153","heart_texture_InverseDifferenceMomentNormalized_glcm_MYO_ES",-0.183031408007092,-0.305384793568415,0.377991549677084,"brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.right..0.imaging",-0.1372341154394,-0.0303769586651722,-0.222351348817068
"154","heart_texture_InverseDifference_glcm_MYO_ES",-0.32703651662998,0.135900062368821,0.0964450756414806,"brain_bio.weighted.mean_icvf_in_tract_forceps_minor.0.imaging",0.0659801201095506,-0.213112862934462,-0.320626165518163
"155","heart_texture_InverseDifferenceNormalized_glcm_MYO_ES",-0.255088056697614,-0.197537475445375,0.341172213645803,"brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.100952925633008,-0.240475585416132,-0.284662167692608
"156","heart_texture_InverseVariance_glcm_MYO_ES",0.291625257146512,-0.0763270151044533,-0.148824329815833,"brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.118929680833227,-0.220702098110064,-0.311206269166767
"157","heart_texture_MaximumProbability_glcm_MYO_ES",-0.112422055839866,0.196362767497876,0.103768242135098,"brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.125526546944998,-0.192428424297372,-0.255598367593607
"158","heart_texture_SumAverage_glcm_MYO_ES",0.0195831516069587,-0.563015820582495,0.435723023995011,"brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.120573899740702,-0.153459786852972,-0.277285676734107
"159","heart_texture_SumEntropy_glcm_MYO_ES",0.0428607429072358,-0.327755540715807,-0.0768561825885983,"brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.192477698839632,-0.231417180422639,-0.233819019070116
"160","heart_texture_SumofSquares_glcm_MYO_ES",0.0486378787848159,-0.250961390172998,-0.0192373634581989,"brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.166792444026369,-0.18952972579852,-0.263178162848304
"161","heart_texture_SmallAreaEmphasis_glszm_MYO_ED",0.0108079348327465,-0.212305812218657,0.212371111117818,"brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.08809984703116,-0.223440382565448,-0.218089639343902
"162","heart_texture_LargeAreaEmphasis_glszm_MYO_ED",-0.738436424315007,0.0758935456756708,0.030001616796063,"brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.0499765403080372,-0.182276701648533,-0.255502906023182
"163","heart_texture_GrayLevelNonUniformity_glszm_MYO_ED",-0.274556119312833,-0.134405486390954,-0.277523011088111,"brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0635735253290556,-0.250692035902532,-0.258639329313969
"164","heart_texture_GrayLevelNonUniformityNormalized_glszm_MYO_ED",-0.247304321074255,0.355369469165083,-0.338814128596038,"brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.right..0.imaging",0.0470861370386386,-0.261129642956149,-0.26274582782181
"165","heart_texture_SizeZoneNonUniformity_glszm_MYO_ED",-0.274556119312833,-0.134405486390954,-0.277523011088111,"brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0485396032202783,-0.210875310218606,-0.32268061728144
"166","heart_texture_SizeZoneNonUniformityNormalized_glszm_MYO_ED",0.0154644139942144,-0.209646086765567,0.222345573146932,"brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.right..0.imaging",-0.0203259013270162,-0.230847019111832,-0.2842253675693
"167","heart_texture_ZonePercentage_glszm_MYO_ED",0.523042247543361,-0.26025294164652,0.0417453220305773,"brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.left..0.imaging",0.112574936435112,-0.135898216473157,0.0173289458659626
"168","heart_texture_GrayLevelVariance_glszm_MYO_ED",0.155530978167987,-0.304593407478851,0.384746257564764,"brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.right..0.imaging",0.149652403659182,-0.188813310267826,-0.0507297544143683
"169","heart_texture_ZoneVariance_glszm_MYO_ED",-0.739794491622558,0.0727639029413217,0.0291865810289921,"brain_bio.weighted.mean_od_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.149759228578864,-0.0788844591605539,-0.29156846713564
"170","heart_texture_ZoneEntropy_glszm_MYO_ED",0.163107507855907,-0.265645734760467,0.169132386381114,"brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.147776845317994,0.0646301146474475,0.0410450952206616
"171","heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ED",-0.074203021542532,0.32392863781344,-0.483366428957912,"brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.0712054755761114,0.0681111138676057,-0.0326123188399748
"172","heart_texture_HighGrayLevelZoneEmphasis_glszm_MYO_ED",0.148752463578815,-0.362457333289863,0.483865642972681,"brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.left..0.imaging",0.285696530649731,-0.113609719173283,0.0321344185221438
"173","heart_texture_SmallAreaLowGrayLevelEmphasis_glszm_MYO_ED",-0.111855739824582,0.282791019354806,-0.430986899919943,"brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.right..0.imaging",0.30850417243864,-0.095520813744639,0.0148982967067243
"174","heart_texture_SmallAreaHighGrayLevelEmphasis_glszm_MYO_ED",0.157525346770684,-0.367811980547638,0.477157011661405,"brain_bio.weighted.mean_od_in_tract_forceps_major.0.imaging",0.253198563009217,-0.036618080570209,0.0244184437218112
"175","heart_texture_LargeAreaLowGrayLevelEmphasis_glszm_MYO_ED",-0.383606938062226,0.254491390000293,-0.301525481096974,"brain_bio.weighted.mean_od_in_tract_forceps_minor.0.imaging",0.211496111594633,0.0733769871486062,-0.0890529860962907
"176","heart_texture_LargeAreaHighGrayLevelEmphasis_glszm_MYO_ED",-0.645402579473082,-0.113372086918643,0.329996340565646,"brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.12479294101692,0.011616515207864,-0.0963100986748415
"177","heart_texture_SmallAreaEmphasis_glszm_MYO_ES",-0.073332391788587,-0.124210515167688,0.0427699258015515,"brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.182712102434137,-0.0916690943231652,-0.0914045474350819
"178","heart_texture_LargeAreaEmphasis_glszm_MYO_ES",-0.648260215800458,0.17306243117334,-0.00370248417025119,"brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.118651033154219,0.0204094102317038,-0.0919227181310191
"179","heart_texture_GrayLevelNonUniformity_glszm_MYO_ES",-0.324469171123817,0.0854186982026565,-0.0628823111875218,"brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.190355861483105,0.0435387382273881,-0.0540482589924841
"180","heart_texture_GrayLevelNonUniformityNormalized_glszm_MYO_ES",-0.0260888106489114,0.479246682110733,-0.152040480360366,"brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.170344036184683,0.082166743371819,-0.218851103915681
"181","heart_texture_SizeZoneNonUniformity_glszm_MYO_ES",-0.324469171123817,0.0854186982026565,-0.0628823111875218,"brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.206345852859512,-0.000446101206216066,-0.20083141430467
"182","heart_texture_SizeZoneNonUniformityNormalized_glszm_MYO_ES",-0.0588123397401192,-0.116233444724437,0.0456102445645441,"brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.131932675322108,-0.0641271433433278,-0.0354817882804033
"183","heart_texture_ZonePercentage_glszm_MYO_ES",0.373671107686069,-0.221741608311543,0.10210894454806,"brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.180264319184255,-0.0898024792483252,0.00506097832805615
"184","heart_texture_GrayLevelVariance_glszm_MYO_ES",0.0996439007137328,-0.397598097392057,0.219709398217007,"brain_bio.weighted.mean_od_in_tract_superior_thalamic_radiation_.right..0.imaging",0.281105304534733,-0.247566197036165,-0.183708679385937
"185","heart_texture_ZoneVariance_glszm_MYO_ES",-0.655396952941898,0.170317601112511,-0.0011738755498907,"brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.left..0.imaging",0.177168788475379,0.0687014819145624,-0.0425509195597865
"186","heart_texture_ZoneEntropy_glszm_MYO_ES",-0.0308716289064556,-0.388281188177555,0.171964360874686,"brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.right..0.imaging",0.179041225683136,0.0601896789514156,-0.031235920192555
"187","heart_texture_LowGrayLevelZoneEmphasis_glszm_MYO_ES",0.0242270413903918,0.366396162642188,-0.43290757323553,"brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.left..0.imaging",-0.0422602895681273,0.0200572065721719,-0.00134893529455357
"188","heart_texture_HighGrayLevelZoneEmphasis_glszm_MYO_ES",0.0216472857438468,-0.421813685113834,0.384839736671545,"brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.right..0.imaging",0.147981917788202,0.0282033539758906,0.133450861612921
"189","heart_texture_SmallAreaLowGrayLevelEmphasis_glszm_MYO_ES",-0.00928722474789689,0.339198957998248,-0.394806358166473,"brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.18455551599179,0.431827734502095,0.303064227204528
"190","heart_texture_SmallAreaHighGrayLevelEmphasis_glszm_MYO_ES",0.0268132100504727,-0.425472696315214,0.367376313049364,"brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.199764722834755,0.445440188835355,0.238273827673644
"191","heart_texture_LargeAreaLowGrayLevelEmphasis_glszm_MYO_ES",-0.29468294029631,0.348328952842989,-0.207136413458374,"brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.17306134370426,0.0716033660248312,0.0221632815215739
"192","heart_texture_LargeAreaHighGrayLevelEmphasis_glszm_MYO_ES",-0.536860621705631,-0.21318416218808,0.245045284368292,"brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.154596277795462,0.091861709112744,-0.00929449563695493
"193","heart_texture_ShortRunEmphasis_glrlm_MYO_ED",0.635888358635447,-0.172640711233334,-0.0927394690255253,"brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.left..0.imaging",-0.0603173530796059,0.138472714555072,0.264380521438236
"194","heart_texture_LongRunEmphasis_glrlm_MYO_ED",-0.610004812088613,0.166735704994767,0.0815625918078148,"brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.right..0.imaging",-0.0242872615093291,0.119721307155077,0.261889610644084
"195","heart_texture_GrayLevelNonUniformity_glrlm_MYO_ED",-0.838871325455391,-0.092845629940004,-0.0432187938168765,"brain_bio.weighted.mean_isovf_in_tract_forceps_major.0.imaging",0.0218040910914867,-0.0306876182029224,0.159926669125789
"196","heart_texture_GrayLevelNonUniformityNormalized_glrlm_MYO_ED",-0.438441510300469,0.187619954494061,0.0150404957899407,"brain_bio.weighted.mean_isovf_in_tract_forceps_minor.0.imaging",-0.0252849954041776,0.0994749057804972,-0.0141977268437683
"197","heart_texture_RunLengthNonUniformity_glrlm_MYO_ED",-0.548504909690048,-0.276144672635352,-0.124105254041804,"brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.0705904686031416,0.207573758006058,0.253558573161152
"198","heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ED",0.621027008406038,-0.156757876814935,-0.0978930681442453,"brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.0283296926231589,0.24398389250162,0.184742959445544
"199","heart_texture_RunPercentage_glrlm_MYO_ED",0.613949343999497,-0.13974005629513,-0.0932589093048267,"brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.0518173625490023,0.191015020417534,0.2712328644851
"200","heart_texture_GrayLevelVariance_glrlm_MYO_ED",0.282982945983213,-0.184579060904647,0.0839646767601993,"brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.0159218559854689,0.267171204519903,0.243416837882949
"201","heart_texture_RunVariance_glrlm_MYO_ED",-0.590675698972032,0.155181198288688,0.0801120312173983,"brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.0497521537772937,0.265481533951803,0.238208152591119
"202","heart_texture_RunEntropy_glrlm_MYO_ED",-0.267696894969612,-0.158244112186822,0.260781930444423,"brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.0274781973321463,0.29031535730933,0.16426780460606
"203","heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ED",0.0702938477945217,0.376508172134884,-0.620936584742886,"brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.0648369124222738,0.33214955903286,0.256052475763693
"204","heart_texture_HighGrayLevelRunEmphasis_glrlm_MYO_ED",0.0471695170804787,-0.382691479882562,0.565174216271651,"brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.0564747843751205,0.371184951440036,0.188745360947344
"205","heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ED",0.123820618870728,0.358239927631396,-0.630618840035414,"brain_bio.weighted.mean_isovf_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0249357520080936,0.36800537083538,0.21278946745892
"206","heart_texture_ShortRunHighGrayLevelEmphasis_glrlm_MYO_ED",0.148208548736332,-0.390010580703262,0.513949310246457,"brain_bio.weighted.mean_isovf_in_tract_superior_thalamic_radiation_.right..0.imaging",0.04418656549021,0.329448532369425,0.244028271749895
"207","heart_texture_LongRunLowGrayLevelEmphasis_glrlm_MYO_ED",-0.127861513983273,0.376327037299352,-0.486694662985424,"brain_bio.weighted.mean_isovf_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0637402220606788,0.270337639492643,0.24447775679404
"208","heart_texture_LongRunHighGrayLevelEmphasis_glrlm_MYO_ED",-0.352691700816844,-0.244076799236197,0.593291275894126,"brain_bio.weighted.mean_isovf_in_tract_uncinate_fasciculus_.right..0.imaging",-0.0935478169672775,0.23884218804472,0.252472882990738
"209","heart_texture_ShortRunEmphasis_glrlm_MYO_ES",0.409934412754366,-0.0964035798211996,-0.119353904261806,"brain_bio.weighted.mean_md_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.0257011240221272,0.223205838726664,0.161053487625862
"210","heart_texture_LongRunEmphasis_glrlm_MYO_ES",-0.466252079068025,0.125059004231268,0.125388917691978,"brain_bio.weighted.mean_md_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0018328409719407,0.258176714380491,0.372613189386319
"211","heart_texture_GrayLevelNonUniformity_glrlm_MYO_ES",-0.79173017130925,0.078632094310243,-0.0378057575342075,"brain_bio.weighted.mean_fa_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.0545160337700634,-0.262640660061483,-0.215138341620779
"212","heart_texture_GrayLevelNonUniformityNormalized_glrlm_MYO_ES",-0.0811692125252836,0.38111421132348,0.0644281759522996,"1",NA,NA,NA
"213","heart_texture_RunLengthNonUniformity_glrlm_MYO_ES",-0.440829414247312,-0.153816248210726,-0.126918276724626,"2",NA,NA,NA
"214","heart_texture_RunLengthNonUniformityNormalized_glrlm_MYO_ES",0.398179015079518,-0.0933661113603224,-0.119678033203873,"3",NA,NA,NA
"215","heart_texture_RunPercentage_glrlm_MYO_ES",0.435817220194328,-0.118992117967599,-0.127597539970263,"4",NA,NA,NA
"216","heart_texture_GrayLevelVariance_glrlm_MYO_ES",0.0582091137911373,-0.290024116005634,0.0342230609366059,"5",NA,NA,NA
"217","heart_texture_RunVariance_glrlm_MYO_ES",-0.48513386230324,0.114984653340418,0.129221390707139,"6",NA,NA,NA
"218","heart_texture_RunEntropy_glrlm_MYO_ES",-0.430230700316721,-0.284484146188434,0.130265097635313,"7",NA,NA,NA
"219","heart_texture_LowGrayLevelRunEmphasis_glrlm_MYO_ES",0.00788202890513903,0.47317144019245,-0.45872788235003,"8",NA,NA,NA
"220","heart_texture_HighGrayLevelRunEmphasis_glrlm_MYO_ES",0.00742403533630897,-0.535714513094462,0.42253363545056,"9",NA,NA,NA
"221","heart_texture_ShortRunLowGrayLevelEmphasis_glrlm_MYO_ES",0.0684137775525524,0.443851646413546,-0.482611267931534,"10",NA,NA,NA
"222","heart_texture_ShortRunHighGrayLevelEmphasis_glrlm_MYO_ES",0.0833720284141983,-0.502687160278066,0.374654837978934,"11",NA,NA,NA
"223","heart_texture_LongRunLowGrayLevelEmphasis_glrlm_MYO_ES",-0.181781501797512,0.437294846722902,-0.278979333487869,"12",NA,NA,NA
"224","heart_texture_LongRunHighGrayLevelEmphasis_glrlm_MYO_ES",-0.277188011370289,-0.391446765505066,0.408974275758479,"13",NA,NA,NA
"225","heart_texture_Coarseness_ngtdm_MYO_ED",0.729449298934934,0.196745729619987,0.0430197835287066,"14",NA,NA,NA
"226","heart_texture_Contrast_ngtdm_MYO_ED",0.270242046727382,0.136612368407696,-0.377720901209,"15",NA,NA,NA
"227","heart_texture_Busyness_ngtdm_MYO_ED",-0.277663682263187,0.250584765283169,-0.466084529057353,"16",NA,NA,NA
"228","heart_texture_Complexity_ngtdm_MYO_ED",0.243092582104126,-0.244458191232526,0.235363898412353,"17",NA,NA,NA
"229","heart_texture_Strength_ngtdm_MYO_ED",0.270541079523207,-0.0918864672388434,0.217234053918633,"18",NA,NA,NA
"230","heart_texture_Coarseness_ngtdm_MYO_ES",0.646550020535107,0.0476954330588055,0.0271540175769048,"19",NA,NA,NA
"231","heart_texture_Contrast_ngtdm_MYO_ES",0.130739431553098,0.122974952103897,-0.362606636167774,"20",NA,NA,NA
"232","heart_texture_Busyness_ngtdm_MYO_ES",-0.299166457407429,0.378469174400742,-0.371430030949851,"21",NA,NA,NA
"233","heart_texture_Complexity_ngtdm_MYO_ES",0.0926678104855777,-0.286040019411349,0.226257191612036,"22",NA,NA,NA
"234","heart_texture_Strength_ngtdm_MYO_ES",0.168277767996857,-0.216612026923191,0.247478785600858,"23",NA,NA,NA
"235","heart_texture_SmallDependenceEmphasis_gldm_MYO_ED",0.590552159668213,-0.273876665268395,0.0250695262173527,"24",NA,NA,NA
"236","heart_texture_LargeDependenceEmphasis_gldm_MYO_ED",-0.585538544161194,0.121601028542398,0.0906254688928426,"25",NA,NA,NA
"237","heart_texture_GrayLevelNonUniformity_gldm_MYO_ED",-0.80250828177322,-0.051297462828882,-0.00764831355914237,"26",NA,NA,NA
"238","heart_texture_DependenceNonUniformity_gldm_MYO_ED",-0.562158847903849,-0.234621312188077,-0.111681035866089,"27",NA,NA,NA
