"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"brain_bio.weighted.mean_l2_in_tract_acoustic_radiation_.left..0.imaging",0.0595639451385171,0.0103607666241575,0.037067422249748,-0.121107024568376,0.0584780748323556,0.00865003274819465,0.025822410874221,0.202525519083625,0.0980520780068324,-0.0248990759725313
"brain_bio.weighted.mean_l2_in_tract_acoustic_radiation_.right..0.imaging",0.0606212785667359,0.0201040578002459,-0.00784628023650785,-0.130660103892616,0.0174776211192886,-0.0362283104989592,0.0515022193298955,0.172040957680062,0.0894683053187869,0.0314573460595832
"brain_bio.weighted.mean_l2_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.101112113169893,-0.0103623873040807,-0.032434312138715,0.0487783426293691,-0.00107089643985455,0.007164182444985,-0.117844542218819,-0.0784868422622249,-0.0161076133927217,-0.0172202592569429
"brain_bio.weighted.mean_l2_in_tract_anterior_thalamic_radiation_.right..0.imaging",0.102346484175228,-0.00815376877421135,-0.0322126176582801,0.0404758682414517,-0.0161623853353536,-0.00653077424623757,-0.112826534404258,-0.0852945701449808,-0.0154189782728439,-0.00700993676963644
"brain_bio.weighted.mean_l2_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.0799856754231909,0.0336829246623373,-0.0390226571383398,0.0207276930312712,-0.072520908799656,-0.0364208254335676,-0.097008133904519,0.0976672395763657,-0.175921174984079,0.0126369797706786
"brain_bio.weighted.mean_l2_in_tract_corticospinal_tract_.left..0.imaging",0.0681490721051934,0.0310390552411296,-0.00317393928156113,-0.120981663814135,-0.0316085500265034,-0.0453330650216473,-0.00464996570745169,-0.0682838787539645,-0.0672757857606811,0.195926912142115
"brain_bio.weighted.mean_l2_in_tract_corticospinal_tract_.right..0.imaging",0.0683916153636778,0.0322321527259339,-0.0278445679476181,-0.118457874564081,-0.0604929678419129,-0.0408747447327954,0.0127577725282698,-0.0614035311437386,-0.0677973639067655,0.19697738134023
"brain_bio.weighted.mean_l2_in_tract_forceps_major.0.imaging",0.0499182090731317,0.00465249151910023,0.0495318514804552,0.000183753245749632,0.180351039696756,0.0190451798132538,0.114200559251909,-0.148382327053661,-0.0692986880004305,0.125181063820277
"brain_bio.weighted.mean_l2_in_tract_forceps_minor.0.imaging",0.0940718915661229,-0.0043878161659329,-0.0203976010111032,-0.0151882899377501,-0.107006694712795,0.037144450409559,-0.0198108770479568,0.00548689062917023,-0.0060418612855472,-0.0760401615908621
"brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.108988660429756,0.0212532190386776,0.0137126198628105,0.0117946208968076,0.0584838544837593,0.0632318579534469,-0.00230364671302578,-0.00869252590804247,0.033847860576812,-0.0215063850346666
"brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.111889110462944,0.00804423620091412,-0.00440713876769513,0.00110332102291698,0.0258120456207083,0.0500818559742075,0.00128762680090205,-0.011513775199634,0.0230203093238824,-0.000861575970180368
"brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.104464560264236,0.0158583841018245,0.0261641421108673,-0.0071457219082415,0.108057741642739,0.0490366553184676,0.0285536927134049,0.0129225540695514,0.0398276943500139,-0.0031424133788495
"brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.109379496337576,0.00638799964646824,0.00243809452894367,-0.0170871674260259,0.0696224458175689,0.0414295940886252,0.0324939892814051,0.0150047997910648,0.0325154174462151,0.00652940319079621
"brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.0839979430745245,-0.025120278679285,-0.0439870524121732,0.0983841521532694,0.0554167218455203,0.087749762225148,0.147689795901323,0.0143043237092338,-0.0204770132068844,-0.0299517862195427
"brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.0876674428370609,-0.0329191298211141,-0.0607207381518903,0.0743811654637696,0.0143343847428695,0.0891329832959343,0.152390096551289,0.0286503233567618,-0.01433419628273,-0.0141974756001197
"brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.107366526786337,0.00101822097668326,-0.0081544854923656,-0.030778182803529,-0.0175608381586445,0.0352748826214166,-0.00119261119169035,0.0348117663122621,-0.000203905082688511,-0.0128939377198814
"brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.107585955257856,-0.00160377948278497,-0.024157667837109,-0.0372358374755768,-0.0371526965484061,0.0215874843105538,-7.70072575859842e-07,0.0399495139034985,-0.00571131797846458,-0.00571722084299139
"brain_bio.weighted.mean_l2_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0886004708698689,-0.0116765104572893,-0.0772486270228865,-0.081103846638104,-0.120318890524395,-0.0127143469526514,0.0332162819243947,-0.00384983983461813,-0.0537379658850757,0.00753024918143709
"brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.left..0.imaging",0.0806639656754546,0.0440719219786852,0.00289893832130873,-0.0259246857120278,0.136853127040375,-0.042780510184475,-0.143985768722191,-0.0200574909425173,0.117272742884287,-0.0466772178478822
"brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.right..0.imaging",0.091531778671989,0.0342318343163929,-0.00259029929829972,-0.0160235954646468,0.0672068296060532,-0.0379071326259125,-0.128634998223708,-0.0207240632489012,0.0971852208103883,-0.0446504879427796
"brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.left..0.imaging",0.064783973225495,0.0225686084210492,0.0366268785334379,-0.105208352726286,0.0598969249683795,0.0029048522512359,0.0313531657817441,0.190379021465461,0.0863971903304842,-0.0327577982165752
"brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.right..0.imaging",0.0629123288792238,0.0359190574036537,-0.0109083148655799,-0.117123573664709,0.0166687642044325,-0.0445509606605152,0.05503222415696,0.169735859978578,0.088193635865535,0.0198098252539957
"brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.101317697124762,0.00341985971917595,-0.0334609430898976,0.0397646535679088,-0.00358371208503514,-0.00128393390918197,-0.112592501967756,-0.0831073088658162,-0.0161445044505519,-0.030272968802115
"brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.right..0.imaging",0.102077455080851,0.0062402680808774,-0.0310238060588222,0.0297922571460298,-0.0132077610788503,-0.00885043968991256,-0.105669746948421,-0.0901068907193635,-0.0117908471072526,-0.0184054544211508
"brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.0782667739119623,0.0503892715992186,-0.0178636342207344,-0.0217479287544446,-0.0711382697062291,-0.0331557857263278,-0.0893719153058951,0.0838264653720998,-0.124009460011363,-0.00678216809952804
"brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.0768728875334628,0.0480255454097615,-0.0255936198945184,-0.0260157748207268,-0.0871316491511828,-0.0216394002030654,-0.0816951950337585,0.0878108566833533,-0.146890193166976,0.000436327720387646
"brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.left..0.imaging",0.0763438516228799,0.030132646141761,-0.00712907155327393,-0.0605720504130407,-0.023613327196476,-0.0460894192373824,-0.00145817746932991,-0.0366450581684241,-0.0315605035213864,0.235724763155944
"brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.right..0.imaging",0.0752305248243453,0.036293447694094,-0.0328986745165856,-0.0677520818844471,-0.0563074987574378,-0.0481782724787564,0.0174850940047032,-0.0267779748438236,-0.0313004397026529,0.234885972429477
"brain_bio.weighted.mean_l3_in_tract_forceps_major.0.imaging",0.0525181048401058,0.00970251296031302,0.0540250203762594,-0.00453130646274168,0.17399469242119,0.013073844854617,0.106287250750856,-0.147955795833184,-0.0823078228592586,0.121267308295843
"brain_bio.weighted.mean_l3_in_tract_forceps_minor.0.imaging",0.0952855001288857,0.0068801019821083,-0.0146876129924575,-0.0133518831937274,-0.099068582204439,0.0409148128497296,-0.0106391008070684,0.0042346770837963,-0.00855157211397841,-0.0849986703191567
"brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.109144152662272,0.0185786973399894,0.0236811152188296,0.00868872350523344,0.038351361843063,0.0785150072085103,0.00232626490821619,-0.0242373763573561,0.00900212714624549,-0.0434336436666875
"brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.111179761311379,0.00232896375374959,0.00473389968370604,-0.00901150126762695,0.0015541136130858,0.068890818464453,0.00597286697678247,-0.0325404302119274,-0.00534007100145687,-0.0277496383433929
"brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.106666526837501,0.00761432726359936,0.0361502534139751,0.00298975360232814,0.08115835992499,0.0736031160227438,0.0254433495838035,-0.00127332913784503,0.0167012151694213,-0.0265292289959257
"brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.111085765686767,-0.00215232224848666,0.0094603228805059,-0.00935753374958047,0.0361140929778822,0.0660955943258072,0.0270611331800169,-0.00521672206043158,0.00355195647630046,-0.0160055734628745
"brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.0855938172282434,-0.0361322618232342,-0.0293166222882104,0.084865274646451,0.0379296671053052,0.0995749891086745,0.152541580929549,-0.000504083473042136,-0.0559702249722596,-0.049278148276902
"brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.0887531097377026,-0.0430484905492678,-0.0471217615837487,0.0578677857961292,-0.00686067818447052,0.0976425640941052,0.153257418394901,0.00421786357702024,-0.0558871710782905,-0.039355418500513
"brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.108090355492172,0.00799354443857644,-0.000756248453714626,-0.00292961368080855,-0.0168113431976978,0.0627089115109045,-0.00821186966004019,0.00711051043714856,0.0022623620344393,-0.0187067609150004
"brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.107475592304017,0.0103329856812443,-0.0121216103980447,-0.0147264260226834,-0.0274812813241819,0.0471342125559003,-0.00858837649277788,0.0164895027991566,-0.00668081296395265,-0.00418244944305689
"brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0982142066072644,-0.00642794616429427,-0.0703563550873503,-0.0367261718217789,-0.086146269535598,0.00215201679870789,0.02838847260261,-0.000209049200200536,-0.0288575739247974,0.0294715094650428
"brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.right..0.imaging",0.0954741775048208,-0.00778023597552104,-0.0736969511997475,-0.0399328285127494,-0.115449722607645,0.0113182016636933,0.0225012514248486,-0.00971859625845325,-0.0243665003601258,0.0371011350726286
"brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.left..0.imaging",0.0778757187882076,0.0590355788192148,0.000904993244258255,-0.0247252314228442,0.13401408215799,-0.0420726219731083,-0.137505938949229,-0.0244092699970926,0.106674678806524,-0.0437564278687979
"brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.right..0.imaging",0.0891400541772071,0.0483131642001325,-0.00325677546827786,-0.0167201746179279,0.0564028807499758,-0.0322898847414541,-0.12314341650677,-0.0299803557060159,0.0881985320786017,-0.0423430052090899
"brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.left..0.imaging",-0.0946319062985582,-0.0477975727941628,-0.103258243978692,-0.0145425621104487,-0.00120942121779748,0.0342739898252356,-0.0385120968249555,-0.0541969935841385,-0.0468480127539538,-0.00917021538581596
"brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.right..0.imaging",-0.0914307681952473,-0.0485669610405996,-0.0800635226213568,-0.0115601726621379,0.0171051799299508,0.0366747814473012,-0.0451168278337407,-0.0478975583962578,-0.0488588753101509,-0.0221189222179436
"brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.104172647264235,-0.0258592078133103,-0.0488129419835673,-0.0636864012368401,0.053452984459872,0.0458382093067008,0.00776355362844809,0.0289743190319988,-0.000906355245036966,0.0239556304022507
"brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.104400654423192,-0.0284454845434702,-0.0475722580235647,-0.0611783731851069,0.0493099613994925,0.0497295333589902,0.0206563101772318,0.0403564729414316,-0.00527749011271974,0.015704544090183
"brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.085796589515732,-0.0584692354913869,-0.0368485890394227,-0.0562096652504892,0.0705004916217588,0.0785169411641727,0.0289050900501594,-0.0970084343220296,0.0937188161146605,0.00967983735361647
"brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.0869361115722319,-0.0514142051949058,-0.032683881961753,-0.0478802027528393,0.0835148018161976,0.0714092802515177,0.0315709517344461,-0.0888523094043493,0.103287881120798,0.00117079901538208
"brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.left..0.imaging",-0.0855571629613177,-0.0424354468588152,-0.0736699478941635,-0.0293463322461541,0.0714958074520391,0.0557971414189482,-0.0726274703782862,-0.000639468831375953,-0.023664181307587,-0.065797340445952
"brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.right..0.imaging",-0.0851864363967283,-0.0529709407984101,-0.0613394673653392,-0.0169465801507106,0.0872509511856827,0.0572636464384884,-0.0722371744402754,0.00587673983585797,-0.0215794190199394,-0.058355607623265
"brain_bio.weighted.mean_icvf_in_tract_forceps_minor.0.imaging",-0.101113631280558,-0.0388936937399889,-0.0796796849098484,-0.0332659685466946,0.0732187574836455,0.0117079785546945,0.036778610375365,0.0220679133394205,0.000205187129383637,0.0343165622314622
"brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.107100245220776,-0.0353466639471117,-0.0980106526455598,-0.037469228002099,0.0220231245136729,-0.00860221006476965,-0.0309501405853443,0.0114431664044289,-0.0183736285066226,0.0379981020759012
"brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.108631814580823,-0.0290605039933899,-0.0947382298356146,-0.0284129842537915,0.0314079220665049,-0.00747184574473172,-0.0217089695344592,0.0164826297150589,-0.0133639639036597,0.0279793673442865
"brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.104413669852766,-0.0334765836711748,-0.112097775912038,-0.0338802343462701,0.00558071841745322,-0.0141891966939064,-0.039529818056447,0.0113490208815139,-0.0195443504854267,0.0234479171251773
"brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.105926492712943,-0.0294153599515478,-0.11032650714536,-0.0250709072063643,0.0143877951071726,-0.0111856456056037,-0.0359476367631197,0.00856300196168966,-0.0187053403239438,0.0109857769827607
"brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.0981822424429037,-0.0139530604654655,-0.106018610961982,-0.0454370878934162,0.0056929940050045,-0.0328578311670609,-0.0732266361459329,0.0344883719859853,0.000258664634233336,0.0167609576210445
"brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.0996882247912144,-0.00880734038302075,-0.104987761496416,-0.0311110361573335,0.0121668891241875,-0.0225986688996442,-0.0682432338304522,0.026328031089593,0.00020760246340353,-0.000959773986693322
"brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.104689194554691,-0.0298228741135122,-0.0828792718371461,-0.0518126811147215,0.0536086669742004,0.00831404922941609,-0.0173733860961771,0.00484880934894748,-0.00838527607916668,0.00832139339881447
"brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.104321206544218,-0.0324704859609323,-0.0806580204500398,-0.0453160397391013,0.0631527235894215,0.0142555488401818,-0.0186455128745168,0.000411288623144351,-0.00894326532242428,-0.000954623395580179
"brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.101464199560879,-0.0148987954311546,-0.0457849200139168,-0.0577533651726895,0.0898646628280598,0.038899688478454,-0.0405354227744356,0.00482475289605726,-0.0171423393947645,-0.022444276756942
"brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.101540480438999,-0.0123510856029334,-0.0373602572673644,-0.0564482521647163,0.108283309006385,0.0325677224716053,-0.0399583212672648,0.0041447673886691,-0.0168004019168863,-0.0290091430885818
"brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0924898075249014,-0.0537883965806442,-0.0648991118471281,-0.0162339630255604,-0.0398400372979127,0.0782643769507869,0.0413114148044547,-0.00343095399824486,-0.067012042218101,0.0520372684859391
"brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.right..0.imaging",-0.0967340677605209,-0.0548457077325621,-0.0667691298923441,-0.0196899169304792,-0.00958030718013049,0.0737228208872089,0.046272080656459,0.00498211637500014,-0.0559265891229161,0.0450979022945664
"brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.left..0.imaging",-0.0133271648774142,0.0772647751118277,-0.0125959524353569,-0.0547376189948474,0.0450854744464932,0.040421094217637,0.051173178211784,0.0688844837229025,-0.0130804763624893,0.0630578188366079
"brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.right..0.imaging",-0.022957723065253,0.0852629537721009,-0.00326856565325018,-0.0498649604804048,0.00275798285537003,0.050860526308733,0.0569569301161766,0.0590495986915242,-0.0050006693214889,0.0428989600793204
"brain_bio.weighted.mean_od_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.0306978893147092,0.118516926811616,-0.042567810708824,0.0264885009043421,0.0233625306759563,0.149004349620925,-0.0262081478824973,0.0214525037207416,-0.033138666950433,0.0348521177308319
"brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.000321295480160102,0.0926711703367625,-0.0329439021971778,0.0685884783904873,0.0656814703581382,-0.0123684427225313,-0.0789653060080753,0.143115939945819,-0.196975554568857,-0.0166285422468172
"brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.0027508738570582,0.0929714051582411,-0.0255312485462392,0.0709891809148448,0.0740272922313982,0.00486305894066767,-0.107186452608108,0.140804127650275,-0.241734600384993,0.00443544260454754
"brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.left..0.imaging",-0.00830034368093066,0.110666587246269,0.00358592112130027,-0.174739191102882,0.0355377956426779,-0.000624917942856234,0.0189892249240342,-0.106555626681805,-0.10805307905968,-0.0254764054240429
"brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.right..0.imaging",-0.0088584998399188,0.113808666251068,-0.014820708401207,-0.171437997741338,0.00934049362011253,0.018004622964833,0.0237822972998184,-0.121299306593426,-0.101224469974745,-0.0317469073320914
"brain_bio.weighted.mean_od_in_tract_forceps_major.0.imaging",-0.00836017890273185,0.0734217129581575,-0.0248923754956664,0.0516071090022162,0.11252463019462,0.0527953838527909,0.0585442413807099,-0.121448396824983,0.0218528671058554,0.0795455352229987
"brain_bio.weighted.mean_od_in_tract_forceps_minor.0.imaging",-0.0223706861984905,0.102889862620147,-0.0641055776692352,0.0393828748764054,0.0614670345614027,0.0791941090675039,-0.0289880341089243,0.0526068633857902,-0.0444242985115733,0.00672910139346115
"brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.0205633916404788,0.114470654079218,-0.0844540745412738,0.0378011337809222,-0.000317006057254948,0.166000146228078,-0.0441319739619938,0.000766242469753502,0.0459401342342588,0.0572349644526927
"brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.0278245837050634,0.110517531427755,-0.0833045119697816,0.023694307099962,-0.0218389108072611,0.158194371357747,-0.0279026619939158,0.0202657533660031,0.0421376071007009,0.0683485875427013
"brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.0261800597205317,0.106053725722202,-0.10777617262058,0.0113444409853089,-0.0105604329666395,0.135128640864076,0.00361462144382159,-0.0211580231217809,0.0310736724470057,0.0628150222198879
"brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.0293431111729362,0.105475266376687,-0.122324006003703,0.0102495942038716,-0.0458590918169915,0.131260290334324,0.0168858094848742,-0.015933168711777,0.0347944070775553,0.0496078774669093
"brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.0260644107336815,0.0790491026442517,-0.105745267025791,0.0589128278861277,-0.0725879529738856,0.0948888226827711,-0.012908625062622,-0.0370410447531591,0.0605879096429536,0.0176617136309237
"brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.0305433997988112,0.0762152506740701,-0.101604645841091,0.0380507039177423,-0.0798495560958948,0.096515008675129,-0.0114149546407924,-0.0112812017745627,0.0748101463685831,0.0201093732659822
"brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.0165073947795571,0.136452432954516,-0.00137391286505743,-0.0565220838696924,0.109696476961431,0.0764530538853255,-0.00525511166728007,0.0244876781655807,-0.00982641344586929,0.0224957261766041
"brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.0177908950403599,0.144646751194501,0.00400457961160171,-0.0584758987126317,0.101940711517243,0.0732768698820343,-0.0118378225372376,0.0343169208256332,-0.020797404900108,0.0235241768255654
"brain_bio.weighted.mean_od_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.0299981834332875,0.112159506860101,-0.000380674291812859,-0.192214246334355,-0.0112258124294423,0.0262612913834144,0.039371315112716,-0.0124838094307918,-0.0799517465638705,-0.0475256314325365
"brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.left..0.imaging",-0.00704372389699355,0.0807716231462142,-0.0792215974317134,0.0101156095793965,-0.0136588840365316,0.0895472243505073,-0.0130115233312045,-0.012732994748965,0.0681619854940844,-0.0438999949109335
"brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.right..0.imaging",-0.0117440920813772,0.0808350333188014,-0.0832880755885004,0.0267555298886765,-0.0632169471908642,0.110180292997248,0.0011949553727717,-0.00779699246163024,0.0532766736314418,-0.0317136252673763
"brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.left..0.imaging",0.00263835816739562,-0.0511489735871695,-0.0500222981543543,-0.133057206606268,0.0539719575586494,0.0295612352249078,-0.00308033350944785,0.189582462452336,0.0708243508549488,-0.0697461642793719
"brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.right..0.imaging",0.00881530709364016,-0.0372778653686253,-0.0992061427860894,-0.144472698734484,0.0391600696860274,-0.0175718051331055,0.0303813203157023,0.166263624166393,0.0665680294059704,-0.011362937777868
"brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.0279642068259326,-0.0884373744008359,-0.145798348980103,-0.00715647756307004,0.0519757218079208,0.0306575347147041,-0.176686481212476,-0.0972420599372749,-0.0351496843088034,-0.0260969242224323
"brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.right..0.imaging",0.0282283365272628,-0.0961555926186338,-0.146454824363799,-0.0228803873550164,0.0393781412096765,0.0195072575211697,-0.155224091774802,-0.088773464642169,-0.0359176504644108,-0.016239156255419
"brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.00396170382707197,-0.0966782757055077,-0.0853039013598614,-0.130360004991181,-0.0437745520937007,0.0616989195224988,-0.0248586012962205,-0.113267223592698,0.0684672393566028,0.004333756764473
"brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.00492810730344241,-0.097375368009219,-0.101500905388601,-0.128776099695783,-0.0595665683334949,0.0598595724977476,0.00140702755932773,-0.0944501322865169,0.0692453405013834,-0.00350750060839472
"brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.left..0.imaging",0.0331698668864524,-0.0577281073711548,-0.0694195893912798,-0.0697615465607575,0.0379420616273871,-0.0313456186968151,-0.0730549137095873,-0.00315587587601266,-0.0209959288150626,0.27393473950043
"brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.right..0.imaging",0.0323064420546212,-0.0673162790382632,-0.0906339376418143,-0.0639540720384817,0.0177706295798057,-0.0366603360558323,-0.0506935959980859,0.0221627782902851,-0.0256048805081091,0.277421676094583
"brain_bio.weighted.mean_isovf_in_tract_forceps_major.0.imaging",0.0163092309997107,-0.0299318468993383,-0.00168828519917338,-0.0454877421960505,0.210312488122771,-0.0250372014742428,0.0744324419172878,-0.140413795501274,-0.0893730138228178,0.121581176977572
"brain_bio.weighted.mean_isovf_in_tract_forceps_minor.0.imaging",0.00153788060522445,-0.0949493252569985,-0.136194813323619,-0.0716679042774767,-0.0660655456837775,0.0526454754663405,0.0385914417246914,0.0260101296742998,-0.00685167763416177,-0.0757753509315617
"brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.0184754650887831,-0.102260482848987,-0.143325976524557,-0.0643885806936939,0.144693980903685,0.0504409320539854,-0.0205180773030151,0.00643816719884008,-0.0383894859697633,-0.0378589605353816
"brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.0191279508973613,-0.107041070386168,-0.165086621073823,-0.0741053117204921,0.106165087615582,0.0287105465877598,-0.00603444047920801,0.00194175730190788,-0.0453765962038246,-0.0181195467109857
"brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.0271594622253612,-0.0949119569535765,-0.129965451356446,-0.0605414860490519,0.17335679535662,0.0478645660519475,0.0192071738795665,0.0608192426978555,-0.0236770039329228,-0.0275814160243255
"brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.0281294768406608,-0.101515494988964,-0.165852274459293,-0.0676573734381489,0.12119916013536,0.0362383211045694,0.0170802321305651,0.0499408573465669,-0.0408454127550805,-0.0238655357448403
"brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.0281435476461266,-0.0875243648152029,-0.136697709450658,0.0701175369676032,0.0913333256582648,0.0612391889370979,0.147870170965476,0.0529351370307629,-0.0806082614874142,-0.0522726680401063
"brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.0263919141813724,-0.0931850308680607,-0.161340891590803,0.0446271269470655,0.0404711413120285,0.0654673496608836,0.147088121399151,0.057825691831457,-0.0819627476370056,-0.052622901403666
"brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.049126278280158,-0.0986084444147576,-0.149811623428841,-0.0911162411874774,0.0150747369990999,0.0752082556230698,-0.0326738114038714,0.0442514412624483,-0.0129923239964498,-0.0241760606321403
"brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.0480360022668702,-0.103403604511034,-0.163730857162796,-0.0882049723212726,-0.00553910657211454,0.0581994677108522,-0.0254153440692056,0.0444911887892005,-0.0275181952170443,-0.0182639672960639
